Name,Room Type,Days of Stay,Price per Night ($),# of tenants,Total Reviews,Experience Rating,Cleanliness Rating,Checkin Rating,Communication Rating,Location Rating,Overall Rating,Bayesian Rating
Downtown High-Rise Condo Suite (1 year old),Entire home/apt,30,115.0,3,3,10.0,9.0,10.0,10.0,10.0,49.0,48.41191093886113
Experience ‘la Bomba’ private room on  the Drive!,Private room,30,59.0,1,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
Amazing Updated West End Condo - w/ Parking!,Entire home/apt,30,140.0,3,5,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.41817207547624
5 bedroom Cambie Character Home,Entire home/apt,1,595.0,5,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Comfortable Bright One BR Apt. with Awesome View,Entire home/apt,30,119.0,3,46,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.49310843833709
Cozy Modern 2 Bedroom Suite,Entire home/apt,4,112.0,4,44,9.9,10.0,10.0,10.0,10.0,49.9,48.50215407130688
Warm House,Entire home/apt,2,85.0,1,31,9.200000000000001,9.0,10.0,10.0,9.0,47.2,48.355152632529084
"Bright, Light and Airy Eco-Kitsilano Garden Suite!",Entire home/apt,2,250.0,3,13,10.0,10.0,10.0,10.0,10.0,50.0,48.43988262865579
Gastown Exposed Brick Loft With Secure Parking,Entire home/apt,2,206.0,1,29,9.600000000000001,10.0,10.0,10.0,9.0,48.6,48.41725148240616
2BR Suite sleeps 4 in Central East Vancouver,Entire home/apt,2,79.0,3,41,9.8,10.0,10.0,10.0,10.0,49.8,48.490356720259825
Cute + Cozy Garden Suite. Private + well located!,Entire home/apt,2,65.0,1,17,10.0,10.0,10.0,10.0,10.0,50.0,48.44907330536473
Downtown Condo With Stunning Views of Stanley Park,Entire home/apt,30,185.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Downtown Vancouver Coal Harbour Marina  luxury,Entire home/apt,30,78.0,2,1,8.0,8.0,8.0,10.0,8.0,42.0,48.399578845162374
PNW Themed Private Bedroom + Bathroom in New Home,Private room,1,70.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Lovable Heritage Home in ❤️ of Cambie Village.,Entire home/apt,2,123.0,3,52,9.5,9.0,10.0,10.0,10.0,48.5,48.41585542625021
Modern Private Suite in Historic Mt Pleasant House,Entire home/apt,1,170.0,6-10,46,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.49310843833709
Gallery Mira!  Close to downtown! Pets negotiable!,Entire home/apt,2,199.0,3,21,9.9,10.0,10.0,10.0,10.0,49.9,48.4550816608238
Experience 'Mariposa' private room on the Drive!,Private room,30,49.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Comfort about 15 min from Downtown via Skytrain(A),Private room,1,139.0,1,2,10.0,10.0,10.0,10.0,9.0,49.0,48.41102526256424
Bright and Beautiful Loft Space in Mount Pleasant!,Entire home/apt,4,199.0,1,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
Stay comfortably as you home during Summer Time,Private room,1,50.0,1,3,10.0,10.0,10.0,10.0,10.0,50.0,48.41642221705663
Comfort about 15 min from Downtown via Skytrain,Private room,1,159.0,1,2,10.0,10.0,10.0,10.0,9.0,49.0,48.41102526256424
5 Star LUX Apt + amazing VIEW + heart of Downtown,Entire home/apt,7,499.0,5,45,9.4,10.0,9.0,10.0,10.0,48.4,48.408657389452124
"Luxury PH, roof deck, gourmet kitchen, 5 min to DT",Entire home/apt,2,499.0,6-10,1,10.0,8.0,10.0,10.0,10.0,48.0,48.40862861891803
"PRIVATE ROOM, NEAR ANY LANDMARK",Private room,1,45.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Walking distance to bus station and shopping areas,Entire home/apt,2,119.0,2,2,9.0,10.0,10.0,9.0,10.0,48.0,48.40801321437147
2BR Olympic Village Area | View of Science World,Entire home/apt,14,295.0,3,26,10.0,10.0,10.0,10.0,10.0,50.0,48.46936159061432
Mount Pleasant Retreat,Entire home/apt,2,105.0,2,8,9.5,10.0,10.0,10.0,10.0,49.5,48.422269812451724
Cozy Penthouse Bedroom in Central East Van,Private room,3,94.0,1,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
Vancouver City House -Close to YVR!Parking/Transit,Entire home/apt,1,174.0,5,39,9.4,10.0,10.0,10.0,10.0,49.4,48.46436629720779
Historic Luxury Gastown Loft-Close to everything!,Entire home/apt,3,300.0,3,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
"AMAZING VIEWS, BRIGHT 2 Bedrooms+ Parking+ROOFTOP",Entire home/apt,3,195.0,3,18,9.9,10.0,10.0,10.0,9.0,48.9,48.42223643285685
10 Min. drive Beach and Downtown Basement Suite*,Entire home/apt,2,99.0,1,2,9.0,9.0,10.0,10.0,10.0,48.0,48.40801321437147
Cedar Cottage Garden Suite easy access to downtown,Entire home/apt,2,120.0,5,21,9.8,10.0,10.0,10.0,10.0,49.8,48.45200699025279
Stylish Gastown 1 Bed Haven Perfect for Two,Entire home/apt,7,84.0,1,47,10.0,10.0,10.0,10.0,9.0,49.0,48.44840729808555
"Perfect Comfortable Downtown Location, Sleeps 4!!!",Entire home/apt,3,107.0,3,31,9.5,9.0,10.0,10.0,10.0,48.5,48.413305590682036
STYLISH Brand New House near Downtown Vancouver,Private room,2,348.0,4,20,9.5,10.0,10.0,10.0,10.0,49.5,48.441232806954034
Lovely Appartment in Lovely Yaletown,Entire home/apt,2,230.0,4,6,10.0,10.0,10.0,10.0,10.0,50.0,48.423534093327326
ROOM C &WALK TO BUS(UBC- 49 ST SKYTRAIN-METROTOWN),Private room,3,49.0,1,13,9.4,10.0,10.0,10.0,9.0,48.4,48.40906781384097
Vancouver View Suite 2 minuets from skytrain,Entire home/apt,30,148.0,3,25,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.45621655653952
1 Bedroom with Private Bath in Downtown Vancouver,Private room,3,104.0,1,6,8.0,8.0,9.0,9.0,10.0,44.0,48.36964187775847
Downtown Vancouver Loft,Entire home/apt,30,125.0,1,3,10.0,10.0,10.0,10.0,10.0,50.0,48.41642221705663
"💎HiddenGem@trendy South Main,New✨Clean+Near All",Entire home/apt,3,98.0,2,38,10.0,10.0,10.0,10.0,10.0,50.0,48.495601106203786
★Downtown/RogersArena★✓Parking ✓Pool ✓Hot-tub ✓Gym,Entire home/apt,30,139.0,5,74,10.0,10.0,10.0,10.0,10.0,50.0,48.56918583470469
2 BDRM Private Suite in Central Location Vancouver,Entire home/apt,2,95.0,3,17,9.3,9.0,10.0,10.0,9.0,47.3,48.38147389446636
New!! Professionally designed near Riley Park!,Entire home/apt,14,206.0,5,25,10.0,10.0,10.0,10.0,10.0,50.0,48.467133587107206
Hello Hokusai💙 Artsy&Spacious 1+1BR & Self Entry!,Entire home/apt,1,120.0,3,19,9.4,9.0,10.0,10.0,10.0,48.4,48.408987921208016
*SMART HOME LUXURY CLEAN FAST WiFi FREE PARKING*,Entire home/apt,2,315.0,2,24,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.45090491886684
♡LUXURY TWO LEVEL SMART TOWNHOME DOWNTOWN+PARKING♡,Entire home/apt,2,481.0,4,21,9.1,10.0,9.0,9.0,10.0,47.1,48.36899088483552
City Cottage Studio Bedroom -  40% OFF,Entire home/apt,1,87.0,1,37,9.5,10.0,10.0,10.0,10.0,49.5,48.466982509789204
Spacious and Central 2BR Condo Near Skytrain,Entire home/apt,30,139.0,3,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
-SMART LUXURY 2 LEVEL TOWN HOME GREAT LOCATION-,Entire home/apt,2,482.0,5,23,9.0,9.0,10.0,10.0,10.0,48.0,48.39550478006227
ROOM B &WALK TO BUS (UBC-49 ST SKYTRAIN-METROTOWN),Private room,7,50.0,1,21,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.44585764911077
CozyChic Central Location 1 bed Condo ❤️ |Gym/Wifi,Entire home/apt,2,119.0,1,51,9.8,10.0,10.0,10.0,10.0,49.8,48.508724788699375
"Private Room, shared heritage house. Transit hub!",Private room,30,30.0,1,2,7.0,6.0,10.0,10.0,10.0,43.0,48.39295297340762
Beatiful + Clean LOFT in Historic Gastown,Entire home/apt,1,250.0,2,36,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.47581772828461
Best Location and Fair Price,Entire home/apt,2,157.0,2,30,9.200000000000001,9.0,10.0,10.0,10.0,48.2,48.4001745293969
★ Modern Private Suite ★ | Close to Everything,Entire home/apt,3,60.0,1,44,9.5,10.0,10.0,10.0,10.0,49.5,48.47722489283662
"Modern suite, central to all areas of Vancouver",Entire home/apt,7,89.0,1,28,9.600000000000001,10.0,10.0,10.0,9.0,48.6,48.41698662948211
Vlinderhof West- Entire 2 bedrooms and 2 bathrooms,Entire home/apt,2,116.0,4,95,9.8,10.0,9.0,10.0,10.0,48.8,48.458283717757794
"Clean, cosy and conveniently located!",Private room,2,125.0,6-10,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Hip Commercial Drive -Exec 3 br 3bath,Entire home/apt,2,245.0,4,1,10.0,8.0,10.0,10.0,10.0,48.0,48.40862861891803
Beautiful cosy private room,Private room,360,49.0,1,1,10.0,10.0,10.0,10.0,8.0,48.0,48.40862861891803
Sanitized Secret Garden Suite,Entire home/apt,6,100.0,3,23,10.0,10.0,10.0,10.0,10.0,50.0,48.4626580647338
Room in Downtown Vancouver Near the Beach,Private room,2,94.0,1,6,9.700000000000001,9.0,9.0,10.0,10.0,47.7,48.4028754106926
BIG 5BR House/up to 10guests/ Pets Allowed,Entire home/apt,1,270.0,6-10,82,8.6,8.0,10.0,9.0,9.0,44.6,47.98940964293368
"Heart of Van. Easy parking, 7min walk to skytrain.",Entire home/apt,1,95.0,3,47,9.600000000000001,9.0,10.0,10.0,10.0,48.6,48.42189107805734
Downtown Vancouver Studio - Professionally Cleaned,Entire home/apt,1,92.0,1,111,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.58023386072789
Cozy Apartment In Downtown Vancouver +Netflix,Entire home/apt,2,88.0,2,2,7.0,7.0,9.0,8.0,10.0,41.0,48.38692887702207
Amazing condo in Downtown Vancouver,Entire home/apt,1,200.0,3,47,9.1,9.0,9.0,9.0,9.0,45.1,48.18987415281052
Brand new apartment in beautiful East Vancouver,Private room,2,98.0,1,3,10.0,9.0,9.0,9.0,10.0,47.0,48.40288838247016
"Cozy, Peaceful Room in City Centre",Private room,2,45.0,1,23,9.1,9.0,10.0,10.0,10.0,48.1,48.398862444295844
Boutique Basement Suite,Entire home/apt,7,100.0,1,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
Cozy 1-Bed Suite - Heart of Commercial Drive!,Entire home/apt,2,79.0,1,18,8.8,8.0,10.0,10.0,10.0,46.8,48.366648197562725
Quiet Kitsilano condo!! Steps to beach & 4th ave !,Private room,30,65.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
ComfySuite in Joyce&Kingsway Near Train/Restaurant,Entire home/apt,2,90.0,3,24,10.0,10.0,10.0,10.0,10.0,50.0,48.46489908796305
The Woodland Suite-Detached; Central; Highly Rated,Entire home/apt,2,99.0,4,34,9.9,10.0,10.0,10.0,10.0,49.9,48.48207007807853
Spacious New Modern Studio Near Oakridge &Airport,Entire home/apt,1,71.0,1,88,9.8,10.0,10.0,10.0,10.0,49.8,48.57242769912354
"Stunning views - Furnished, Gastown, 1 parking",Entire home/apt,360,130.0,3,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
6830-0 Master bedroom + 1/2washroom near Skytrain,Private room,30,55.0,1,6,7.300000000000001,6.0,9.0,10.0,9.0,41.3,48.34539038075248
Private suite near PNE,Entire home/apt,1,88.0,1,8,9.8,9.0,10.0,10.0,10.0,48.8,48.4139116034965
MODERN & BEAUTIFUL HOME IN CENTRAL VANCOUVER,Entire home/apt,2,250.0,6-10,18,10.0,10.0,10.0,10.0,10.0,50.0,48.45135407991567
New modern 2BR apartment located in East Village,Entire home/apt,3,99.0,3,6,9.700000000000001,9.0,10.0,10.0,10.0,48.7,48.41185744662074
Fairview Townhome | VGH,Entire home/apt,5,150.0,4,1,10.0,8.0,10.0,10.0,10.0,48.0,48.40862861891803
❤️Vancouver Adera Home Hotel RM5,Private room,1,39.0,1,35,9.4,9.0,10.0,10.0,10.0,48.4,48.40878159876995
★★★★★LUXURY One Bedroom & Den + Parking + Gym/Pool,Entire home/apt,2,150.0,1,55,9.5,10.0,10.0,10.0,10.0,49.5,48.4929160032673
Amazing full private basement with private entranc,Entire home/apt,1,55.0,1,26,9.3,10.0,10.0,10.0,9.0,48.3,48.40511740456781
Chateau Marvelous❤️8min walk2 Skytrain+free Parking,Entire home/apt,2,82.0,4,27,9.9,10.0,10.0,10.0,10.0,49.9,48.467664403980635
Point grey room with view 双人房带景观,Private room,2,99.0,1,1,8.0,10.0,10.0,8.0,6.0,42.0,48.399578845162374
BRAND NEW! 1BR steps to SCIENCE WORLD!,Entire home/apt,30,119.0,2,3,9.3,10.0,9.0,10.0,10.0,48.3,48.408753044124296
Bright and Open 2 bed 2 bath Downtown Condo,Entire home/apt,30,140.0,3,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
NEW LISTING! 2BR in Olympic Village! FREE Parking!,Entire home/apt,1,134.0,5,86,9.0,8.0,9.0,10.0,10.0,46.0,48.132247024522265
Chic Microsuite - Near Downtown (Strathcona),Entire home/apt,3,90.0,1,18,9.9,10.0,10.0,10.0,10.0,49.9,48.44870702109214
"Entire place 2beds in Kerrsidale, close to UBC",Entire home/apt,3,67.0,3,29,8.9,9.0,9.0,9.0,9.0,44.9,48.261969282695595
Lola’s Room in Beautiful Dt Vancouver,Private room,3,90.0,1,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
Lovely Yaletown Studio,Entire home/apt,1,58.0,1,3,9.3,8.0,10.0,10.0,10.0,47.3,48.40424176592881
The Arc 2 bedroom 2 bathroom,Entire home/apt,30,140.0,3,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
Vancouver's Best Neighborhood,Entire home/apt,3,577.0,6-10,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Serene 'Hummingbird Beach Sanctuary' w/ Sea View,Entire home/apt,3,260.0,3,25,9.8,9.0,10.0,10.0,10.0,48.8,48.42346546483647
Modern 2 Bedroom at the heart of DT,Entire home/apt,1,114.0,2,52,8.9,9.0,9.0,9.0,10.0,45.9,48.2264996839533
Room In Trendy Apt 1 Min Walk To Main Street!,Private room,30,60.0,1,8,8.8,9.0,10.0,10.0,8.0,45.8,48.37809070797412
Loft adjacent to Yaletown,Entire home/apt,10,189.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
"Newly-remodelled, 1 bedroom with private entrance",Entire home/apt,2,89.0,3,26,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.458024381312
East Van Hideaway w/ 3 Bedrooms and Mountain Views,Entire home/apt,2,225.0,5,5,10.0,10.0,10.0,10.0,10.0,50.0,48.42117057622587
Walkscore100! Private Bedroom and Bathroom w/Patio,Private room,30,75.0,1,4,9.0,9.0,10.0,10.0,10.0,48.0,48.40678794946345
Mid century Commercial Drive bachelor,Entire home/apt,2,55.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Beautiful  Downtown Mountain & Ocean View Home,Entire home/apt,1,270.0,6-10,69,9.9,10.0,10.0,10.0,10.0,49.9,48.5499600196206
Cosy 2 BR suite in Shaughnessy,Entire home/apt,1,150.0,3,16,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.43734627484168
"Cozy, private Fraserhood suite",Entire home/apt,2,69.0,1,94,9.9,10.0,10.0,10.0,10.0,49.9,48.59460419886595
The Howe Downtown by COMFYSUITES,Entire home/apt,30,159.0,3,3,10.0,10.0,10.0,10.0,10.0,50.0,48.41642221705663
Brand New! Luxury 2BR Condo in Downtown Vancouver,Entire home/apt,2,198.0,5,30,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.46086817101539
Heritage home on 2 floors with panoramic views,Entire home/apt,5,150.0,3,2,10.0,10.0,10.0,10.0,9.0,49.0,48.41102526256424
NEW! Modern Studio in Downtown + PARKING,Entire home/apt,1,104.0,3,94,9.0,9.0,10.0,10.0,8.0,46.0,48.10968356394531
Trout Lake Garden Suite at Nanaimo Station!,Private room,30,61.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Unforgettable Ocean & Mountain Views Steps from DT,Entire home/apt,1,225.0,3,86,9.600000000000001,10.0,10.0,10.0,9.0,48.6,48.43117750580569
Cozy Vintage 2-Bed Home+ Garden Oasis by The Drive,Entire home/apt,2,150.0,3,35,9.8,9.0,10.0,10.0,10.0,48.8,48.42886768198372
1  Bedroom Luxury Apartment at Robson & Richards,Entire home/apt,30,145.0,1,3,10.0,10.0,10.0,10.0,10.0,50.0,48.41642221705663
The Hive - Queensland Bunk,Shared room,1,31.0,1,3,8.0,7.0,9.0,9.0,10.0,43.0,48.384843269688204
The Hive - Blanca bunk,Shared room,1,31.0,1,2,7.0,7.0,8.0,10.0,7.0,39.0,48.38090478063653
The Hive - Alma bunk,Shared room,30,20.0,1,3,8.700000000000001,9.0,10.0,10.0,10.0,47.7,48.406046277207
The Hive - Highbury bunk,Shared room,30,20.0,1,2,7.0,9.0,8.0,10.0,10.0,44.0,48.39596502160038
The Hive - Wallace bunk,Shared room,1,26.0,1,4,7.5,6.0,9.0,8.0,9.0,39.5,48.355736898412395
The Hive - Trimble Bunk,Shared room,30,26.0,1,4,9.0,8.0,10.0,10.0,9.0,46.0,48.394775937451435
The Hive - Crown Bunk,Shared room,1,27.0,1,3,7.300000000000001,7.0,7.0,7.0,7.0,35.3,48.35010642758294
The Hive - Camosun Bunk,Shared room,1,35.0,1,1,2.0,2.0,6.0,8.0,6.0,24.0,48.372429523895406
The Hive - Discovery bunk,Shared room,1,26.0,1,9,7.800000000000001,8.0,9.0,9.0,10.0,43.8,48.3474229125822
"Bright, Private Room in a Quiet Family Home",Private room,30,34.0,1,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
Unique New York style Loft Vancouver+wifi+Netflix,Entire home/apt,1,149.0,2,32,9.3,9.0,9.0,9.0,10.0,46.3,48.31198958839
Stunning Views from Every Room -  Sleeps 8,Entire home/apt,2,400.0,6-10,50,9.600000000000001,10.0,9.0,10.0,10.0,48.6,48.42264153699811
Yellow Door Apartment,Entire home/apt,3,144.0,3,24,10.0,10.0,10.0,10.0,10.0,50.0,48.46489908796305
Cozy & bright by English Bay and Stanley Park,Entire home/apt,1,98.0,3,59,9.8,10.0,10.0,10.0,10.0,49.8,48.52305239159869
Gorgeous Centrally Located Apartment Suite,Entire home/apt,2,155.0,1,27,9.600000000000001,9.0,10.0,10.0,10.0,48.6,48.41672100775422
Main Street Neighbourhood,Entire home/apt,3,129.0,1,11,10.0,10.0,9.0,10.0,10.0,49.0,48.41890159634867
Central Comfortable 3 Bedrooms 4 Queen sized Beds Suite near Skytrain,Entire home/apt,1,130.0,6-10,22,9.0,9.0,9.0,9.0,9.0,45.0,48.299591775354756
Amazing 2Beds 2 Bath by Main St/Queen E Park,Entire home/apt,2,120.0,3,13,9.5,10.0,10.0,10.0,10.0,49.5,48.43025299902616
"2brd ocean & city view downtown, +  wifi & Netflix",Entire home/apt,1,169.0,4,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Cozy Modern move in ready.,Entire home/apt,31,129.0,3,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
Beautiful Downtown VANCOUVER Penthouse Studio,Entire home/apt,1,112.0,1,21,9.200000000000001,9.0,10.0,10.0,10.0,48.2,48.40281226111663
New Cozy & Beautiful Private Suite Near Skytrain,Entire home/apt,2,58.0,1,56,9.9,10.0,10.0,10.0,9.0,48.9,48.447521969836565
"Cozy, quiet place very spacious room near Airport",Private room,1,40.0,3,5,10.0,10.0,10.0,10.0,10.0,50.0,48.42117057622587
Top-floor Room *Transit Hub *Vibrant Neighbourhood,Private room,30,32.0,1,2,10.0,9.0,10.0,10.0,10.0,49.0,48.41102526256424
"Stunning 2BR Condo , Gym+Pool, Amazing View!",Entire home/apt,30,150.0,3,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Live like a local in historic Gastown!,Entire home/apt,1,193.0,1,121,9.9,10.0,10.0,10.0,10.0,49.9,48.639617847180915
Spacious Summer House in Central Vancouver,Entire home/apt,2,125.0,3,7,10.0,10.0,10.0,10.0,9.0,49.0,48.41542716643147
Cozy oasis in eclectic East Van,Private room,2,35.0,1,5,10.0,10.0,10.0,10.0,10.0,50.0,48.42117057622587
Mount Pleasant TWO BEDROOMS with private parking,Entire home/apt,1,150.0,4,45,9.3,9.0,10.0,10.0,10.0,48.3,48.402292467245616
2Br Corner Unit in the ❤️of Kits /Near Kits beach!,Entire home/apt,1,54.0,3,34,9.9,10.0,10.0,10.0,10.0,49.9,48.48207007807853
Vancouver dunbar house 4 bedrooms,Entire home/apt,3,240.0,6-10,43,9.3,9.0,10.0,10.0,10.0,48.3,48.40258265864206
Modern Yaletown 1 BDR+Coastline View+Den+Parking,Entire home/apt,30,135.0,2,30,9.9,10.0,10.0,10.0,10.0,49.9,48.473873951362215
Cozy 2Bdrm Suite in Vancouver near UBC/DT/YVR,Entire home/apt,30,99.0,4,43,9.8,10.0,10.0,10.0,10.0,49.8,48.49407202034419
2BR  Downtown Location/Parking/FantasticView/Pool⚡,Entire home/apt,1,162.0,5,57,9.9,10.0,10.0,10.0,10.0,49.9,48.52742805889103
Calm Comfortable Urban Retreat,Entire home/apt,3,145.0,3,20,9.9,10.0,10.0,10.0,10.0,49.9,48.45296301223263
Brand New Luxury 2-Storey Coach House,Entire home/apt,29,83.0,3,35,9.8,10.0,10.0,10.0,10.0,49.8,48.479082890018155
Central downtown spot,Private room,2,90.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
"1200sqft 3br/2ba+Office, Pool, Gym, Views, Central",Entire home/apt,3,249.0,5,18,9.8,10.0,10.0,10.0,10.0,49.8,48.446059962268606
"Luxurious &large 2BDR+Den,3 level townhome+Parking",Entire home/apt,1,220.0,4,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
Cute Garden Suite in an Artist's House,Entire home/apt,3,125.0,3,22,10.0,10.0,10.0,10.0,10.0,50.0,48.460410488805046
Entire crash pad / guest suite with private entry,Entire home/apt,3,65.0,1,25,9.8,10.0,10.0,10.0,10.0,49.8,48.45985556672875
Monthly - Luxury 1BR in Yaletown + free parking!,Entire home/apt,29,85.0,1,16,9.9,10.0,10.0,10.0,10.0,49.9,48.44442592085937
Cozy Convenient Home for Travellers,Entire home/apt,2,79.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
"Large luxury home near transit, UBC, YVR, & golf",Entire home/apt,3,385.0,,23,9.9,10.0,10.0,10.0,10.0,49.9,48.459300400500226
Luxury condo in the heart of Downtown Vancouver,Entire home/apt,7,202.0,3,28,9.4,9.0,9.0,10.0,10.0,47.4,48.3682909773082
The Nest,Entire home/apt,1,50.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Majestic Panoramic View - Vancouver Central Condo,Private room,30,28.0,1,3,10.0,10.0,10.0,10.0,10.0,50.0,48.41642221705663
'The Nest' private suite in east Van with chickens,Entire home/apt,2,84.0,1,64,9.8,10.0,10.0,10.0,9.0,48.8,48.44369252664278
"Waterfront View, Downtown, Skytrain, Convenient!",Entire home/apt,30,168.0,3,16,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.43734627484168
Historic Mid Century Loft Oasis in Prime Gastown,Entire home/apt,30,210.0,1,39,9.9,10.0,10.0,10.0,10.0,49.9,48.492183700916776
A Charming Guest Room in Mount Pleasant,Private room,2,39.0,1,21,10.0,10.0,10.0,10.0,10.0,50.0,48.458156331394804
Luxury Condo 1 Bedroom+Den in Yaletown Vancouver,Entire home/apt,30,86.0,1,5,10.0,10.0,10.0,10.0,10.0,50.0,48.42117057622587
Spectacular Mountain View! (Parking Included),Entire home/apt,2,107.0,1,38,9.5,10.0,10.0,10.0,10.0,49.5,48.46845824906093
Spacious 2 bedroom waterfront suite,Entire home/apt,1,99.0,3,52,9.8,10.0,10.0,10.0,10.0,49.8,48.51053329739868
Modern 2 Bdrm + 1 Small Parking,Entire home/apt,4,95.0,3,25,9.4,9.0,10.0,10.0,9.0,47.4,48.372519322187266
Lovely & Cozy 1BD Basement Suite!,Entire home/apt,2,77.0,1,35,9.5,10.0,10.0,10.0,10.0,49.5,48.464018327607825
1 bedroom in shared townhouse,Private room,1,75.0,1,3,9.3,9.0,10.0,9.0,10.0,47.3,48.40424176592881
"Private Bedroom/Bathroom-East Van, 10Min from DT!",Private room,15,50.0,1,4,9.5,8.0,10.0,10.0,10.0,47.5,48.40378494646045
Central Location in Vancouver - Guest Suite 远方的家,Entire home/apt,360,48.0,4,13,9.200000000000001,9.0,10.0,10.0,10.0,48.2,48.405215961989114
Private 1BR Guesthouse w/Fireplace🔥- 5 Mins to DT,Entire home/apt,3,113.0,1,24,10.0,10.0,10.0,10.0,10.0,50.0,48.46489908796305
Cute & Comfortable Loft in beautiful Gastown,Entire home/apt,1,200.0,4,24,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.45090491886684
Absolutely Beautiful Loft Downtown,Entire home/apt,2,145.0,3,49,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.49820080779558
Chic Loft Sanctuary in the heart of Gastown,Entire home/apt,30,99.0,1,37,9.8,10.0,10.0,10.0,10.0,49.8,48.48286233811539
⭐Beautiful New 1 Bedroom Suite near Oakridge & DT,Entire home/apt,1,92.0,2,36,9.8,10.0,10.0,10.0,10.0,49.8,48.48097532140782
Yaletown Studio Suite,Entire home/apt,2,70.0,1,6,10.0,10.0,10.0,10.0,10.0,50.0,48.423534093327326
Beautiful beachfront home with ocean views,Entire home/apt,30,300.0,3,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Artist loft near main street skytrain and Downtown,Entire home/apt,2,100.0,3,37,9.8,10.0,10.0,10.0,10.0,49.8,48.48286233811539
Stunning New 3-bedroom TownHome in Best Location,Entire home/apt,10,283.0,5,11,10.0,10.0,10.0,10.0,10.0,50.0,48.43524632146011
Beautiful bedroom in the heart of Kits.,Private room,15,125.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
"Beautiful, spacious two bedroom condo in Fairview",Entire home/apt,5,134.0,4,26,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.458024381312
"Cozy, Private Room in a Quiet Family Home",Private room,30,33.0,1,5,10.0,10.0,10.0,10.0,10.0,50.0,48.42117057622587
"Spacious, Sun loving Room, in a Safe Family Home",Private room,30,40.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Luxurious New 3-BR Basement of Vancouver West,Entire home/apt,1,129.0,6-10,47,9.200000000000001,10.0,10.0,10.0,10.0,49.2,48.461665408099655
MODERN & NEW DOWNTOWN one bedroom & den condo,Entire home/apt,30,130.0,2,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
2BD Modern Condo in Downtown Vancouver!,Entire home/apt,31,134.0,3,1,10.0,8.0,10.0,10.0,10.0,48.0,48.40862861891803
Retro Sunset Home - Minutes to Airport and DT!,Entire home/apt,30,125.0,6-10,8,8.5,9.0,10.0,9.0,10.0,46.5,48.38644891692934
Modern 1BR+1Den w/Parking in DT Near False Creek,Entire home/apt,2,153.0,3,30,9.9,10.0,10.0,10.0,10.0,49.9,48.473873951362215
